Course Title	Restrictions	Prerequisites	Descriptions
ENGL*2040 Latinx Literature: Myth, Magic and  Memory Fall Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.00 credits	This course introduces students to English-language literature produced by writers of Latin American descent in both the United States and Canada. Students will focus on Latinx writers who endeavor to maintain ethnic traditions and ties to Latin America by engaging myth, magic, and memory in their fiction. Reading-intensive course.
ENGL*2080 Foundations in Literary Scholarship Fall and Winter (LEC: 3) [0.50]	NONE	Prerequisite(s): ENGL*1080	This course revisits the historical, national, and genre sweep of ENGL*1080 by conducting a range of specific, more in-depth studies of particular works (including some of the texts examined in ENGL*1080) in their historical moments. Seminars help students to develop a range of critical approaches through oral presentations and essay-writing.
ENGL*2090 Studies in Shakespeare Winter Only (LEC: 3) [0.50]	Restriction(s): ENGL*3020, ENGL*3120	Prerequisite(s): 2.00 credits	This course focuses on Shakespeare as both a writer and an enduring cultural presence. It may, at the instructor's choice, focus on works by Shakespeare as well as works by others in response to Shakespeare, in Shakespeare's original historical context or in more contemporary contexts. The course may address, among others, genre, performance, adaptation, the politics of Shakespearean interpretation, including issues such as gender, subjectivity, empire, and nation. Reading-intensive course.
ENGL*2120 Seminar: Critical Practices Fall and Winter (LEC: 3) [0.50]	Restriction(s): Registration in the English major, minor or area of concentration, or minor in Creative Writing.	Prerequisite(s): ENGL*1080	This course guides students through a range of critical approaches and explores their implications for readings of a limited number of literary texts. The seminar's main areas of concentration are: (1) close reading, centering on the way a particular poem, work of fiction, or play works in its details and overall structure; (2) critical approaches and methodologies; (3) critical writing and discussion. (Choices of approaches and texts will be determined by individual instructors.) Writing- and presentation-intensive course.
ENGL*2130 Seminar: Literature and Social Change Fall and Winter (LEC: 3) [0.50]	Restriction(s): Registration in the English major, minor or area of concentration, or minor in Creative Writing.	Prerequisite(s): ENGL*1080	This course explores the social and cultural work that literary texts perform. Seminars will illuminate such categories as gender, sexuality, nation, race, ethnicity, and class; particular ways in which they are written into a limited number of literary works; and some of the critical debates surrounding our interpretations of those processes. (Choices of approaches and texts will be determined by individual instructors.) Writing- and presentation-intensive course.
ENGL*2190 Queer Literatures and Cultures Winter Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.00 credits	"This course examines the ways in which gender, sexuality, and identity politics are addressed, critiqued, and shaped by queer literature, performance and media. This course will consider the meanings of ""queer"" itself and explore how queerness intersects with race, class, gender, sex, and other forms of social difference."
ENGL*2200 Postcolonial Literatures, Film, and  Other Media Fall Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.00 credits	This course introduces students to contemporary literatures, film, and other media that engage with the impact of European colonization on eighty-five percent of the globe. The course may include material from Africa, Australia, the Americas, the Caribbean, the Indian Subcontinent, and the Pacific. Reading-intensive course
ENGL*2260 Law and Literature Fall Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.00 credits	This course introduces students to the intersections between law and literature. The course encourages students to read literary texts by focusing on issues of justice, crime, judgment, and equity. Students will examine how literature can serve as an alternative cultural arena or site that gives voice to experiences and knowledges that cannot be translated into the law's language of equivalence and neutrality. By reading literary texts in relation to the law, students will examine how literature and literary theory can enhance our understanding of the law.
ENGL*2270 Fairy, Trickster, and Mythical Hero Fall Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.00 credits	This course focuses on the everyday emergence of the fantastic, the otherworldly, and the extraordinary in commonly told cultural narratives such as the fairy tale, trickster tale and myth. The course may focus on tales of specific regions (e.g. Europe, North America, the South Pacific), and may cross a range of genres (oral tale, pantomime, short story, film, graphic novel) as well as historical periods. The course may also address continuities and discontinuities in versions of traditional narratives created by tellers, writers, and other artists.
ENGL*2280 Sporting Bodies Winter Only (LEC: 3) [0.50]	NONE	Prerequisite(s): 2.00 credits	This course examines various aspects of sports and play as they are manifested in a range of literary texts and other cultural forms. Because the emergence of sport as a social practice has been so intertwined with notions of regulation, performance, and fandom, sporting culture offers a valuable site for looking at questions of identity and social relations more broadly.
